gross,gross_imputed_mean,facenumber_in_poster,TittleCode,title_year,country
153288182.0,0,0,tt0267913,0,USA
137340146.0,0,0,tt0389860,0,USA
48468407.52680933,1,0,tt0083767,0,USA
43575716.0,0,0,tt1287468,0,USA
80170146.0,0,0,tt0489099,0,USA
75754670.0,0,0,tt0411477,0,USA
33048353.0,0,0,tt0443706,0,USA
34543701.0,0,0,tt0216216,0,USA
242589580.0,0,0,tt0315327,0,USA
102981571.0,0,0,tt1320253,0,USA
180965237.0,0,0,tt0117060,0,USA
407999255.0,0,0,tt1392170,0,USA
254455986.0,0,0,tt1411697,0,USA
162831698.0,0,0,tt0103776,0,USA
155019340.0,0,0,tt0327084,0,USA
145771527.0,0,0,tt0275847,0,USA
82506325.0,0,0,tt0413895,0,USA
140459099.0,0,0,tt0120647,0,USA
53215979.0,0,0,tt1821694,0,USA
158115031.0,0,0,tt0398165,0,USA
133103929.0,0,0,tt1615918,0,USA
133668525.0,0,0,tt2191701,0,USA
130313314.0,0,0,tt0425061,0,USA
124590960.0,0,0,tt0337741,0,USA
127968405.0,0,0,tt1130884,0,USA
128200012.0,0,0,tt0358082,0,USA
112225777.0,0,0,tt0119094,0,USA
109993847.0,0,0,tt0960731,0,USA
104054514.0,0,0,tt0257044,0,USA
103028109.0,0,0,tt1564367,0,USA
48468407.52680933,1,0,tt3322312,0,USA
101087161.0,0,0,tt0118880,0,USA
101111837.0,0,0,tt1059786,0,USA
95632614.0,0,0,tt0159365,0,USA
94822707.0,0,0,tt1037705,0,USA
92969824.0,0,0,tt0119137,0,USA
91188905.0,0,0,tt0171363,0,USA
90443603.0,0,0,tt0117705,0,USA
82226474.0,0,0,tt0383216,0,USA
79363785.0,0,0,tt0970416,0,USA
76081498.0,0,0,tt0118883,0,USA
85707116.0,0,0,tt2713180,0,USA
74329966.0,0,0,tt0120828,0,USA
100169068.0,0,0,tt1302067,0,USA
73215310.0,0,0,tt0166813,0,USA
80360866.0,0,0,tt1222817,0,USA
69102910.0,0,0,tt0120738,0,USA
65948711.0,0,0,tt0368008,0,USA
821997.0,0,0,tt0119033,0,USA
169692572.0,0,0,tt2510894,0,USA
48468407.52680933,1,0,tt0057733,0,USA
60507228.0,0,0,tt0120910,0,USA
56684819.0,0,0,tt0268695,0,USA
50628009.0,0,0,tt0120751,0,USA
69772969.0,0,0,tt0244244,0,USA
45356386.0,0,0,tt0386140,0,USA
55350897.0,0,0,tt0120889,0,USA
39442871.0,0,0,tt0185431,0,USA
37899638.0,0,0,tt0355295,0,USA
37754208.0,0,0,tt0116996,0,USA
27779888.0,0,0,tt0119051,0,USA
38542418.0,0,0,tt0986263,0,USA
34566746.0,0,0,tt0146309,0,USA
32885565.0,0,0,tt0116040,0,USA
36073232.0,0,0,tt1762399,0,USA
21471685.0,0,0,tt0185183,0,USA
19673424.0,0,0,tt0875034,0,USA
19480739.0,0,0,tt0300556,0,USA
17593391.0,0,0,tt0119925,0,USA
27356090.0,0,0,tt1618442,0,USA
17473245.0,0,0,tt0199753,0,USA
170708996.0,0,0,tt0268978,0,USA
422783777.0,0,0,tt0110357,0,USA
103812241.0,0,0,tt1397514,0,USA
119793567.0,0,0,tt1985966,0,USA
67286731.0,0,0,tt0317648,0,USA
74158157.0,0,0,tt0810913,0,USA
127083765.0,0,0,tt0322259,0,USA
15071514.0,0,0,tt0427392,0,USA
26000610.0,0,0,tt0131704,0,USA
66462600.0,0,0,tt0311429,0,USA
368049635.0,0,0,tt1690953,0,USA
306124059.0,0,0,tt0116629,0,USA
229074524.0,0,0,tt0119567,0,USA
193136719.0,0,0,tt0351283,0,USA
35286428.0,0,0,tt0206634,0,USA
157299717.0,0,0,tt0120903,0,USA
134568845.0,0,0,tt0493464,0,USA
134006721.0,0,0,tt0117500,0,USA
195329763.0,0,0,tt0438097,0,USA
120776832.0,0,0,tt0343660,0,USA
118823091.0,0,0,tt0427327,0,USA
41814863.0,0,0,tt0204313,0,USA
97360069.0,0,0,tt0141369,0,USA
117698894.0,0,0,tt1670345,0,USA
162001186.0,0,0,tt1375670,0,USA
77032279.0,0,0,tt0362227,0,USA
48468407.52680933,1,0,tt3489184,0,USA
73023275.0,0,0,tt0785006,0,USA
68473360.0,0,0,tt0190865,0,USA
66636385.0,0,0,tt0472062,0,USA
160762022.0,0,0,tt0307453,0,USA
103338338.0,0,0,tt0443489,0,USA
48468407.52680933,1,0,tt0874936,0,USA
55808744.0,0,0,tt0377471,0,USA
43426961.0,0,0,tt0314353,0,USA
47000485.0,0,0,tt1103153,0,USA
45434443.0,0,0,tt1638355,0,USA
42044321.0,0,0,tt0371246,0,USA
73661010.0,0,0,tt0385880,0,USA
41523271.0,0,0,tt0219965,0,USA
37600435.0,0,0,tt0113071,0,USA
39251128.0,0,0,tt0166485,0,USA
83503161.0,0,0,tt1253864,0,USA
34636443.0,0,0,tt0340163,0,USA
22751979.0,0,0,tt0120913,0,USA
30013346.0,0,0,tt0329717,0,USA
90820.0,0,0,tt0806203,0,USA
5409517.0,0,0,tt0166276,0,USA
21009180.0,0,0,tt0377062,0,USA
94999143.0,0,0,tt0217869,0,USA
336029560.0,0,0,tt2293640,0,USA
36381716.0,0,0,tt0978764,0,USA
55585389.0,0,0,tt0120832,0,USA
36976367.0,0,0,tt0120184,0,USA
107225164.0,0,0,tt1985949,0,USA
70224196.0,0,0,tt0770752,0,USA
51814190.0,0,0,tt1201167,0,USA
47456450.0,0,0,tt0431197,0,USA
148213377.0,0,0,tt0415306,0,USA
112950721.0,0,0,tt0240462,0,USA
75600000.0,0,0,tt0112573,0,USA
183132370.0,0,0,tt0462538,0,USA
27796042.0,0,0,tt0268995,0,USA
32616869.0,0,0,tt0132245,0,USA
114195633.0,0,0,tt0368447,0,USA
144156464.0,0,0,tt0118998,0,USA
227965690.0,0,0,tt0286106,0,USA
436471036.0,0,0,tt0298148,0,USA
244052771.0,0,0,tt0317219,0,USA
152149590.0,0,0,tt0163187,0,USA
141204016.0,0,0,tt0295701,0,USA
162495848.0,0,0,tt2279373,0,USA
136448821.0,0,0,tt0117438,0,USA
120523073.0,0,0,tt0361748,0,USA
119654900.0,0,0,tt0102057,0,USA
72660029.0,0,0,tt1267297,0,USA
117541000.0,0,0,tt0099423,0,USA
116643346.0,0,0,tt0257076,0,USA
48468407.52680933,1,0,tt2647544,0,USA
100614858.0,0,0,tt0259711,0,USA
42272747.0,0,0,tt0452637,0,USA
80281096.0,0,0,tt0370263,0,USA
219613391.0,0,0,tt1231580,0,USA
78120196.0,0,0,tt0277434,0,USA
98895417.0,0,0,tt2302755,0,USA
70117571.0,0,0,tt0120844,0,USA
83552429.0,0,0,tt1217613,0,USA
66257002.0,0,0,tt0319061,0,USA
65012000.0,0,0,tt0111742,0,USA
79883359.0,0,0,tt1568911,0,USA
78031620.0,0,0,tt2177771,0,USA
54222000.0,0,0,tt0096754,0,USA
52474616.0,0,0,tt1027718,0,USA
55942830.0,0,0,tt0829150,0,USA
40932372.0,0,0,tt0133952,0,USA
37901509.0,0,0,tt0120102,0,USA
48430355.0,0,0,tt1578275,0,USA
30157016.0,0,0,tt0280486,0,USA
33105600.0,0,0,tt0297181,0,USA
62321039.0,0,0,tt1496025,0,USA
38509342.0,0,0,tt1336608,0,USA
19076815.0,0,0,tt0251114,0,USA
18990542.0,0,0,tt0246894,0,USA
14294842.0,0,0,tt0308208,0,USA
19819494.0,0,0,tt0120696,0,USA
13596911.0,0,0,tt0181739,0,USA
8460990.0,0,0,tt0884726,0,USA
7097125.0,0,0,tt2717822,0,USA
37760080.0,0,0,tt0346156,0,USA
25121291.0,0,0,tt1211956,0,USA
18821279.0,0,0,tt1043726,0,USA
118471320.0,0,0,tt0164184,0,USA
300523113.0,0,0,tt1325004,0,USA
71069884.0,0,0,tt0227445,0,USA
251501645.0,0,0,tt1323594,0,USA
35324232.0,0,0,tt0113845,0,USA
81257500.0,0,0,tt2637276,0,USA
29655590.0,0,0,tt0132347,0,USA
45045037.0,0,0,tt0480687,0,USA
28965197.0,0,0,tt0140352,0,USA
27550735.0,0,0,tt2025690,0,USA
39380442.0,0,0,tt0758774,0,USA
72980108.0,0,0,tt0427152,0,USA
37516013.0,0,0,tt1611224,0,USA
87704396.0,0,0,tt0137494,0,USA
48468407.52680933,1,0,tt1828327,0,USA
83892374.0,0,0,tt0120902,0,USA
216119491.0,0,0,tt0120815,0,USA
43568507.0,0,0,tt2369135,0,USA
182805123.0,0,0,tt0207201,0,USA
176387405.0,0,0,tt0268380,0,USA
33685268.0,0,0,tt0285531,0,USA
182204440.0,0,0,tt0443272,0,USA
171383253.0,0,0,tt0133093,0,USA
172071312.0,0,0,tt0112384,0,USA
119412921.0,0,0,tt0100802,0,USA
139225854.0,0,0,tt0304669,0,USA
148775460.0,0,0,tt1707386,0,USA
115731542.0,0,0,tt0128853,0,USA
100468793.0,0,0,tt0838283,0,USA
93771072.0,0,0,tt0120746,0,USA
100448498.0,0,0,tt1231583,0,USA
115603980.0,0,0,tt1809398,0,USA
90454043.0,0,0,tt0186566,0,USA
84049211.0,0,0,tt0106582,0,USA
70450000.0,0,0,tt0115759,0,USA
69688384.0,0,0,tt0219854,0,USA
70236496.0,0,0,tt0469641,0,USA
63695760.0,0,0,tt0304415,0,USA
59617068.0,0,0,tt1645170,0,USA
85911262.0,0,0,tt1823664,0,USA
53846915.0,0,0,tt2381941,0,USA
54758461.0,0,0,tt1596350,0,USA
52397389.0,0,0,tt0359013,0,USA
48468407.52680933,1,0,tt0087985,0,USA
36064910.0,0,0,tt0452608,0,USA
33328051.0,0,0,tt0116908,0,USA
32598931.0,0,0,tt0228750,0,USA
28045540.0,0,0,tt0406375,0,USA
37023395.0,0,0,tt0137523,0,USA
43532294.0,0,0,tt0758794,0,USA
17218080.0,0,0,tt0102070,0,USA
13750556.0,0,0,tt0458481,0,USA
31054924.0,0,0,tt0156934,0,USA
213079163.0,0,0,tt0295178,0,USA
356784000.0,0,0,tt0107290,0,USA
25052000.0,0,0,tt0111756,0,USA
122012710.0,0,0,tt0109444,0,USA
58255287.0,0,0,tt0430304,0,USA
65000000.0,0,0,tt0112346,0,USA
32178777.0,0,0,tt0811138,0,USA
15738632.0,0,0,tt0233142,0,USA
54116191.0,0,0,tt3460252,0,USA
118153533.0,0,0,tt0445934,0,USA
108012170.0,0,0,tt1411704,0,USA
210592590.0,0,0,tt0416449,0,USA
279167575.0,0,0,tt0290002,0,USA
143151473.0,0,0,tt0822832,0,USA
136801374.0,0,0,tt0120689,0,USA
168213584.0,0,0,tt0486946,0,USA
135381507.0,0,0,tt0371606,0,USA
167735396.0,0,0,tt2267998,0,USA
121468960.0,0,0,tt0258463,0,USA
102678089.0,0,0,tt0144214,0,USA
125603360.0,0,0,tt0120382,0,USA
101217900.0,0,0,tt0120794,0,USA
104148781.0,0,0,tt0317303,0,USA
75573300.0,0,0,tt1272878,0,USA
93375151.0,0,0,tt0239395,0,USA
106126012.0,0,0,tt0317740,0,USA
93307796.0,0,0,tt0313737,0,USA
90646554.0,0,0,tt0120587,0,USA
109176215.0,0,0,tt1078940,0,USA
82670733.0,0,0,tt0099371,0,USA
82569532.0,0,0,tt0452598,0,USA
81687587.0,0,0,tt4046784,0,USA
80574010.0,0,0,tt0879870,0,USA
75764085.0,0,0,tt0218967,0,USA
90356857.0,0,0,tt1245526,0,USA
75530832.0,0,0,tt0146838,0,USA
75370763.0,0,0,tt0119314,0,USA
100003492.0,0,0,tt0369339,0,USA
90341670.0,0,0,tt0277296,0,USA
74540762.0,0,0,tt0349710,0,USA
80033643.0,0,0,tt0790724,0,USA
73648142.0,0,0,tt0149261,0,USA
71844424.0,0,0,tt1477715,0,USA
75638743.0,0,0,tt1598778,0,USA
66734992.0,0,0,tt0257568,0,USA
75280058.0,0,0,tt0327597,0,USA
64505912.0,0,0,tt0949731,0,USA
77862546.0,0,0,tt0328107,0,USA
61112916.0,0,0,tt0393735,0,USA
88200225.0,0,0,tt0335438,0,USA
60573641.0,0,0,tt0116705,0,USA
59035104.0,0,0,tt0167190,0,USA
56702901.0,0,0,tt0120633,0,USA
55994557.0,0,0,tt1623288,0,USA
